pattern1
occurrence1
88.00000, 53.00000
88.00000, 56.00000
88.00000, 61.00000
88.50000, 65.00000
88.50000, 68.00000
89.00000, 53.00000
89.00000, 56.00000
89.00000, 61.00000
89.00000, 77.00000
90.00000, 44.00000
90.00000, 70.00000
90.75000, 66.00000
90.75000, 68.00000
91.00000, 51.00000
91.00000, 56.00000
91.00000, 60.00000
91.50000, 66.00000
91.50000, 68.00000
92.00000, 51.00000
92.00000, 56.00000
92.00000, 60.00000
92.00000, 78.00000
occurrence3
21.75000, 73.00000
22.00000, 56.00000
22.00000, 65.00000
22.00000, 73.00000
23.00000, 55.00000
23.00000, 58.00000
23.00000, 65.00000
23.00000, 73.00000
24.00000, 48.00000
24.00000, 80.00000
25.00000, 60.00000
25.00000, 65.00000
25.00000, 70.00000
25.50000, 76.00000
26.00000, 60.00000
26.00000, 67.00000
26.00000, 70.00000
26.00000, 80.00000
26.50000, 76.00000
27.00000, 53.00000
27.00000, 76.00000
27.75000, 77.00000
28.00000, 60.00000
28.00000, 68.00000
28.00000, 77.00000
29.00000, 60.00000
29.00000, 68.00000
29.00000, 77.00000
29.00000, 89.00000
30.00000, 41.00000
30.00000, 81.00000
30.75000, 78.00000
30.75000, 90.00000
31.00000, 60.00000
31.00000, 63.00000
31.00000, 69.00000
31.00000, 78.00000
31.00000, 90.00000
32.00000, 63.00000
32.00000, 69.00000
32.00000, 72.00000
33.00000, 46.00000
33.00000, 72.00000
33.00000, 84.00000
34.00000, 53.00000
34.00000, 61.00000
34.50000, 70.00000
34.50000, 82.00000
35.00000, 53.00000
35.00000, 61.00000
35.00000, 68.00000
35.50000, 66.00000
36.00000, 46.00000
36.00000, 65.00000
36.00000, 73.00000
37.00000, 53.00000
37.00000, 63.00000
37.50000, 66.00000
37.50000, 69.00000
38.00000, 53.00000
38.00000, 63.00000
38.00000, 65.00000
38.00000, 73.00000
38.50000, 63.00000
38.50000, 69.00000
39.00000, 46.00000
39.00000, 63.00000
39.00000, 69.00000
39.75000, 61.00000
39.75000, 70.00000
40.00000, 53.00000
40.00000, 58.00000
40.00000, 61.00000
40.00000, 70.00000
41.00000, 51.00000
41.00000, 61.00000
41.00000, 67.00000
41.00000, 70.00000
42.00000, 44.00000
42.00000, 68.00000
42.00000, 77.00000
43.00000, 56.00000
43.00000, 66.00000
43.50000, 69.00000
43.50000, 72.00000
44.00000, 56.00000
44.00000, 66.00000
44.00000, 68.00000
44.00000, 77.00000
44.50000, 66.00000
44.50000, 72.00000
45.00000, 49.00000
45.00000, 66.00000
45.00000, 72.00000
45.75000, 65.00000
45.75000, 73.00000
46.00000, 56.00000
46.00000, 61.00000
46.00000, 65.00000
46.00000, 73.00000
47.00000, 55.00000
47.00000, 65.00000
47.00000, 71.00000
47.00000, 73.00000
48.00000, 48.00000
48.00000, 72.00000
48.00000, 80.00000
49.00000, 60.00000
49.00000, 70.00000
49.50000, 73.00000
49.50000, 76.00000
50.00000, 60.00000
50.00000, 70.00000
50.00000, 72.00000
50.00000, 80.00000
50.50000, 70.00000
50.50000, 76.00000
51.00000, 53.00000
51.00000, 70.00000
51.00000, 76.00000
51.75000, 69.00000
51.75000, 77.00000
52.00000, 60.00000
52.00000, 65.00000
52.00000, 69.00000
52.00000, 77.00000
53.00000, 53.00000
53.00000, 60.00000
53.00000, 69.00000
53.00000, 77.00000
53.00000, 89.00000
54.00000, 41.00000
54.00000, 80.00000
54.00000, 92.00000
54.75000, 78.00000
54.75000, 90.00000
55.00000, 60.00000
55.00000, 63.00000
55.00000, 69.00000
55.00000, 72.00000
55.00000, 78.00000
55.00000, 90.00000
56.00000, 53.00000
56.00000, 60.00000
56.00000, 63.00000
56.00000, 69.00000
57.00000, 46.00000
57.00000, 70.00000
58.00000, 53.00000
58.00000, 61.00000
59.00000, 51.00000
59.00000, 54.00000
59.00000, 61.00000
60.00000, 44.00000
60.75000, 66.00000
60.75000, 68.00000
61.00000, 51.00000
61.00000, 56.00000
61.00000, 60.00000
61.50000, 66.00000
61.50000, 68.00000
62.00000, 51.00000
62.00000, 56.00000
62.00000, 60.00000
62.00000, 75.00000
63.00000, 37.00000
63.00000, 70.00000
63.75000, 65.00000
63.75000, 68.00000
64.00000, 53.00000
64.00000, 56.00000
64.00000, 61.00000
64.50000, 65.00000
64.50000, 68.00000
65.00000, 53.00000
65.00000, 56.00000
65.00000, 61.00000
65.00000, 77.00000
66.00000, 44.00000
66.00000, 70.00000
66.75000, 66.00000
66.75000, 68.00000
67.00000, 51.00000
67.00000, 56.00000
67.00000, 60.00000
67.50000, 66.00000
67.50000, 68.00000
68.00000, 51.00000
68.00000, 56.00000
68.00000, 60.00000
68.00000, 78.00000
69.00000, 49.00000
69.00000, 82.00000
70.00000, 56.00000
70.00000, 59.00000
70.00000, 65.00000
70.75000, 80.00000
71.00000, 50.00000
71.00000, 71.00000
71.75000, 80.00000
72.00000, 51.00000
72.00000, 70.00000
72.87500, 80.00000
73.00000, 54.00000
73.00000, 58.00000
73.00000, 63.00000
73.00000, 70.00000
73.87500, 80.00000
74.00000, 42.00000
74.00000, 70.00000
74.87500, 78.00000
75.00000, 44.00000
75.00000, 69.00000
75.87500, 78.00000
76.00000, 53.00000
76.00000, 61.00000
76.00000, 68.00000
76.87500, 78.00000
77.00000, 53.00000
77.00000, 61.00000
77.00000, 68.00000
77.87500, 77.00000
78.00000, 44.00000
78.00000, 67.00000
78.87500, 77.00000
79.00000, 51.00000
79.00000, 56.00000
79.00000, 60.00000
79.00000, 66.00000
79.87500, 77.00000
80.00000, 51.00000
80.00000, 56.00000
80.00000, 60.00000
80.00000, 66.00000
80.87500, 75.00000
81.00000, 49.00000
81.00000, 65.00000
81.87500, 75.00000
82.00000, 56.00000
82.00000, 61.00000
82.00000, 65.00000
82.00000, 73.00000
82.33333, 75.00000
82.66667, 73.00000
83.00000, 43.00000
83.00000, 64.00000
83.00000, 72.00000
83.87500, 70.00000
84.00000, 44.00000
84.00000, 60.00000
84.00000, 70.00000
84.75000, 66.00000
84.75000, 68.00000
85.00000, 51.00000
85.00000, 56.00000
85.00000, 60.00000
85.50000, 66.00000
85.50000, 68.00000
86.00000, 51.00000
86.00000, 56.00000
86.00000, 60.00000
86.00000, 75.00000
87.00000, 37.00000
87.00000, 70.00000
87.75000, 65.00000
87.75000, 68.00000
88.00000, 53.00000
88.00000, 56.00000
88.00000, 61.00000
88.50000, 65.00000
88.50000, 68.00000
89.00000, 53.00000
89.00000, 56.00000
89.00000, 61.00000
89.00000, 77.00000
90.00000, 44.00000
90.00000, 70.00000
90.75000, 66.00000
90.75000, 68.00000
91.00000, 51.00000
91.00000, 56.00000
91.00000, 60.00000
91.50000, 66.00000
91.50000, 68.00000
92.00000, 51.00000
92.00000, 56.00000
92.00000, 60.00000
92.00000, 78.00000
93.00000, 49.00000
93.00000, 82.00000
94.00000, 56.00000
94.00000, 59.00000
94.00000, 65.00000
94.75000, 80.00000
95.00000, 50.00000
95.00000, 71.00000
95.75000, 80.00000
occurrence4
29.00000, 60.00000
29.00000, 68.00000
29.00000, 77.00000
29.00000, 89.00000
30.00000, 41.00000
30.00000, 81.00000
30.75000, 78.00000
30.75000, 90.00000
31.00000, 60.00000
31.00000, 63.00000
31.00000, 69.00000
31.00000, 78.00000
31.00000, 90.00000
32.00000, 63.00000
32.00000, 69.00000
32.00000, 72.00000
33.00000, 46.00000
33.00000, 72.00000
33.00000, 84.00000
34.00000, 53.00000
34.00000, 61.00000
34.50000, 70.00000
34.50000, 82.00000
35.00000, 53.00000
35.00000, 61.00000
35.00000, 68.00000
35.50000, 66.00000
36.00000, 46.00000
36.00000, 65.00000
36.00000, 73.00000
37.00000, 53.00000
37.00000, 63.00000
37.50000, 66.00000
37.50000, 69.00000
38.00000, 53.00000
38.00000, 63.00000
38.00000, 65.00000
38.00000, 73.00000
38.50000, 63.00000
38.50000, 69.00000
39.00000, 46.00000
39.00000, 63.00000
39.00000, 69.00000
39.75000, 61.00000
39.75000, 70.00000
40.00000, 53.00000
40.00000, 58.00000
40.00000, 61.00000
40.00000, 70.00000
41.00000, 51.00000
41.00000, 61.00000
41.00000, 67.00000
41.00000, 70.00000
42.00000, 44.00000
42.00000, 68.00000
42.00000, 77.00000
43.00000, 56.00000
43.00000, 66.00000
43.50000, 69.00000
43.50000, 72.00000
44.00000, 56.00000
44.00000, 66.00000
44.00000, 68.00000
44.00000, 77.00000
44.50000, 66.00000
44.50000, 72.00000
45.00000, 49.00000
45.00000, 66.00000
45.00000, 72.00000
45.75000, 65.00000
45.75000, 73.00000
46.00000, 56.00000
46.00000, 61.00000
46.00000, 65.00000
46.00000, 73.00000
47.00000, 55.00000
47.00000, 65.00000
47.00000, 71.00000
47.00000, 73.00000
48.00000, 48.00000
48.00000, 72.00000
48.00000, 80.00000
49.00000, 60.00000
49.00000, 70.00000
49.50000, 73.00000
49.50000, 76.00000
50.00000, 60.00000
50.00000, 70.00000
50.00000, 72.00000
50.00000, 80.00000
50.50000, 70.00000
50.50000, 76.00000
51.00000, 53.00000
51.00000, 70.00000
51.00000, 76.00000
51.75000, 69.00000
51.75000, 77.00000
52.00000, 60.00000
52.00000, 65.00000
52.00000, 69.00000
52.00000, 77.00000
53.00000, 53.00000
53.00000, 60.00000
53.00000, 69.00000
53.00000, 77.00000
53.00000, 89.00000
54.00000, 41.00000
54.00000, 80.00000
54.00000, 92.00000
54.75000, 78.00000
54.75000, 90.00000
55.00000, 60.00000
55.00000, 63.00000
55.00000, 69.00000
55.00000, 72.00000
55.00000, 78.00000
55.00000, 90.00000
56.00000, 53.00000
56.00000, 60.00000
56.00000, 63.00000
56.00000, 69.00000
57.00000, 46.00000
57.00000, 70.00000
58.00000, 53.00000
58.00000, 61.00000
59.00000, 51.00000
59.00000, 54.00000
59.00000, 61.00000
60.00000, 44.00000
60.75000, 66.00000
60.75000, 68.00000
61.00000, 51.00000
61.00000, 56.00000
61.00000, 60.00000
61.50000, 66.00000
61.50000, 68.00000
62.00000, 51.00000
62.00000, 56.00000
62.00000, 60.00000
62.00000, 75.00000
63.00000, 37.00000
63.00000, 70.00000
63.75000, 65.00000
63.75000, 68.00000
64.00000, 53.00000
64.00000, 56.00000
64.00000, 61.00000
64.50000, 65.00000
64.50000, 68.00000
65.00000, 53.00000
65.00000, 56.00000
65.00000, 61.00000
65.00000, 77.00000
66.00000, 44.00000
66.00000, 70.00000
66.75000, 66.00000
66.75000, 68.00000
67.00000, 51.00000
67.00000, 56.00000
67.00000, 60.00000
67.50000, 66.00000
67.50000, 68.00000
68.00000, 51.00000
68.00000, 56.00000
68.00000, 60.00000
68.00000, 78.00000
69.00000, 49.00000
69.00000, 82.00000
70.00000, 56.00000
70.00000, 59.00000
70.00000, 65.00000
70.75000, 80.00000
71.00000, 50.00000
71.00000, 71.00000
71.75000, 80.00000
72.00000, 51.00000
72.00000, 70.00000
72.87500, 80.00000
73.00000, 54.00000
73.00000, 58.00000
73.00000, 63.00000
73.00000, 70.00000
73.87500, 80.00000
74.00000, 42.00000
74.00000, 70.00000
74.87500, 78.00000
75.00000, 44.00000
75.00000, 69.00000
75.87500, 78.00000
76.00000, 53.00000
76.00000, 61.00000
76.00000, 68.00000
76.87500, 78.00000
77.00000, 53.00000
77.00000, 61.00000
77.00000, 68.00000
77.87500, 77.00000
78.00000, 44.00000
78.00000, 67.00000
78.87500, 77.00000
79.00000, 51.00000
79.00000, 56.00000
79.00000, 60.00000
79.00000, 66.00000
79.87500, 77.00000
80.00000, 51.00000
80.00000, 56.00000
80.00000, 60.00000
80.00000, 66.00000
80.87500, 75.00000
81.00000, 49.00000
81.00000, 65.00000
81.87500, 75.00000
82.00000, 56.00000
82.00000, 61.00000
82.00000, 65.00000
82.00000, 73.00000
82.33333, 75.00000
82.66667, 73.00000
83.00000, 43.00000
83.00000, 64.00000
83.00000, 72.00000
83.87500, 70.00000
84.00000, 44.00000
84.00000, 60.00000
84.00000, 70.00000
84.75000, 66.00000
84.75000, 68.00000
85.00000, 51.00000
85.00000, 56.00000
85.00000, 60.00000
85.50000, 66.00000
85.50000, 68.00000
86.00000, 51.00000
86.00000, 56.00000
86.00000, 60.00000
86.00000, 75.00000
87.00000, 37.00000
87.00000, 70.00000
87.75000, 65.00000
87.75000, 68.00000
88.00000, 53.00000
88.00000, 56.00000
88.00000, 61.00000
88.50000, 65.00000
88.50000, 68.00000
89.00000, 53.00000
89.00000, 56.00000
89.00000, 61.00000
89.00000, 77.00000
90.00000, 44.00000
90.00000, 70.00000
90.75000, 66.00000
90.75000, 68.00000
91.00000, 51.00000
91.00000, 56.00000
91.00000, 60.00000
91.50000, 66.00000
91.50000, 68.00000
92.00000, 51.00000
92.00000, 56.00000
92.00000, 60.00000
92.00000, 78.00000
93.00000, 49.00000
93.00000, 82.00000
94.00000, 56.00000
94.00000, 59.00000
94.00000, 65.00000
94.75000, 80.00000
95.00000, 50.00000
95.00000, 71.00000
95.75000, 80.00000
96.00000, 51.00000
96.00000, 70.00000
96.87500, 80.00000
97.00000, 54.00000
97.00000, 58.00000
97.00000, 63.00000
97.00000, 70.00000
97.87500, 80.00000
98.00000, 42.00000
98.00000, 70.00000
98.87500, 78.00000
99.00000, 44.00000
99.00000, 69.00000
99.87500, 78.00000
100.00000, 53.00000
100.00000, 61.00000
100.00000, 68.00000
100.87500, 78.00000
101.00000, 53.00000
101.00000, 61.00000
101.00000, 68.00000
101.87500, 77.00000
102.00000, 44.00000
102.00000, 67.00000
102.87500, 76.00000
103.00000, 51.00000
103.00000, 60.00000
103.00000, 66.00000
occurrence5
67.00000, 51.00000
67.00000, 56.00000
67.00000, 60.00000
67.50000, 66.00000
67.50000, 68.00000
68.00000, 51.00000
68.00000, 56.00000
68.00000, 60.00000
68.00000, 78.00000
69.00000, 49.00000
69.00000, 82.00000
70.00000, 56.00000
70.00000, 59.00000
70.00000, 65.00000
70.75000, 80.00000
71.00000, 50.00000
71.00000, 71.00000
71.75000, 80.00000
72.00000, 51.00000
72.00000, 70.00000
72.87500, 80.00000
73.00000, 54.00000
73.00000, 58.00000
73.00000, 63.00000
73.00000, 70.00000
73.87500, 80.00000
74.00000, 42.00000
74.00000, 70.00000
74.87500, 78.00000
75.00000, 44.00000
75.00000, 69.00000
75.87500, 78.00000
76.00000, 53.00000
76.00000, 61.00000
76.00000, 68.00000
76.87500, 78.00000
77.00000, 53.00000
77.00000, 61.00000
77.00000, 68.00000
77.87500, 77.00000
78.00000, 44.00000
78.00000, 67.00000
78.87500, 77.00000
79.00000, 51.00000
79.00000, 56.00000
79.00000, 60.00000
79.00000, 66.00000
79.87500, 77.00000
80.00000, 51.00000
80.00000, 56.00000
80.00000, 60.00000
80.00000, 66.00000
80.87500, 75.00000
81.00000, 49.00000
81.00000, 65.00000
81.87500, 75.00000
82.00000, 56.00000
82.00000, 61.00000
82.00000, 65.00000
82.00000, 73.00000
82.33333, 75.00000
82.66667, 73.00000
83.00000, 43.00000
83.00000, 64.00000
83.00000, 72.00000
83.87500, 70.00000
84.00000, 44.00000
84.00000, 60.00000
84.00000, 70.00000
84.75000, 66.00000
84.75000, 68.00000
85.00000, 51.00000
85.00000, 56.00000
85.00000, 60.00000
85.50000, 66.00000
85.50000, 68.00000
86.00000, 51.00000
86.00000, 56.00000
86.00000, 60.00000
86.00000, 75.00000
87.00000, 37.00000
87.00000, 70.00000
87.75000, 65.00000
87.75000, 68.00000
88.00000, 53.00000
88.00000, 56.00000
88.00000, 61.00000
88.50000, 65.00000
88.50000, 68.00000
89.00000, 53.00000
89.00000, 56.00000
89.00000, 61.00000
89.00000, 77.00000
90.00000, 44.00000
90.00000, 70.00000
90.75000, 66.00000
90.75000, 68.00000
91.00000, 51.00000
91.00000, 56.00000
91.00000, 60.00000
91.50000, 66.00000
91.50000, 68.00000
92.00000, 51.00000
92.00000, 56.00000
92.00000, 60.00000
92.00000, 78.00000
93.00000, 49.00000
93.00000, 82.00000
94.00000, 56.00000
94.00000, 59.00000
94.00000, 65.00000
94.75000, 80.00000
95.00000, 50.00000
95.00000, 71.00000
95.75000, 80.00000
96.00000, 51.00000
96.00000, 70.00000
96.87500, 80.00000
97.00000, 54.00000
97.00000, 58.00000
97.00000, 63.00000
97.00000, 70.00000
97.87500, 80.00000
98.00000, 42.00000
98.00000, 70.00000
98.87500, 78.00000
99.00000, 44.00000
99.00000, 69.00000
99.87500, 78.00000
100.00000, 53.00000
100.00000, 61.00000
100.00000, 68.00000
100.87500, 78.00000
101.00000, 53.00000
101.00000, 61.00000
101.00000, 68.00000
101.87500, 77.00000
102.00000, 44.00000
102.00000, 67.00000
102.87500, 76.00000
103.00000, 51.00000
103.00000, 60.00000
103.00000, 66.00000
103.87500, 75.00000
104.00000, 65.00000
104.87500, 74.00000
105.00000, 64.00000
105.87500, 73.00000
106.00000, 63.00000
106.87500, 73.00000
107.00000, 63.00000
107.87500, 73.00000
108.00000, 41.00000
108.00000, 63.00000
109.00000, 53.00000
109.00000, 60.00000
109.50000, 66.00000
109.50000, 69.00000
110.00000, 53.00000
110.00000, 60.00000
110.00000, 65.00000
110.00000, 73.00000
110.50000, 63.00000
110.50000, 69.00000
111.00000, 46.00000
111.00000, 63.00000
111.00000, 69.00000
111.75000, 61.00000
111.75000, 70.00000
112.00000, 53.00000
112.00000, 58.00000
112.00000, 61.00000
112.00000, 70.00000
113.00000, 51.00000
113.00000, 61.00000
113.00000, 67.00000
113.00000, 70.00000
114.00000, 44.00000
114.00000, 68.00000
114.00000, 77.00000
115.00000, 56.00000
115.00000, 66.00000
115.50000, 69.00000
115.50000, 72.00000
116.00000, 56.00000
116.00000, 66.00000
116.00000, 68.00000
116.00000, 77.00000
116.50000, 66.00000
116.50000, 72.00000
117.00000, 49.00000
117.00000, 66.00000
117.00000, 72.00000
117.75000, 65.00000
117.75000, 73.00000
118.00000, 56.00000
118.00000, 61.00000
118.00000, 65.00000
118.00000, 73.00000
119.00000, 55.00000
119.00000, 65.00000
119.00000, 71.00000
119.00000, 73.00000
120.00000, 48.00000
120.00000, 72.00000
120.00000, 80.00000
121.00000, 60.00000
121.00000, 70.00000
121.50000, 73.00000
121.50000, 76.00000
122.00000, 60.00000
122.00000, 70.00000
122.00000, 72.00000
122.00000, 80.00000
122.50000, 70.00000
122.50000, 76.00000
123.00000, 53.00000
123.00000, 70.00000
123.00000, 76.00000
123.75000, 69.00000
123.75000, 77.00000
124.00000, 60.00000
124.00000, 65.00000
124.00000, 69.00000
124.00000, 77.00000
125.00000, 60.00000
125.00000, 69.00000
125.00000, 77.00000
125.00000, 89.00000
126.00000, 41.00000
126.75000, 78.00000
126.75000, 90.00000
127.00000, 60.00000
127.00000, 63.00000
127.00000, 69.00000
127.00000, 78.00000
127.00000, 90.00000
128.00000, 63.00000
128.00000, 69.00000
128.00000, 72.00000
129.00000, 46.00000
129.00000, 72.00000
130.00000, 53.00000
130.00000, 61.00000
130.50000, 70.00000
131.00000, 53.00000
131.00000, 61.00000
131.00000, 70.00000
131.33333, 68.00000
131.66667, 66.00000
132.00000, 46.00000
132.00000, 65.00000
132.00000, 73.00000
132.50000, 66.00000
133.00000, 53.00000
133.00000, 60.00000
133.00000, 63.00000
133.00000, 65.00000
133.50000, 66.00000
133.50000, 69.00000
134.00000, 53.00000
134.00000, 60.00000
134.00000, 63.00000
134.00000, 65.00000
134.00000, 73.00000
134.50000, 63.00000
134.50000, 69.00000
135.00000, 46.00000
135.00000, 63.00000
135.00000, 69.00000
135.75000, 61.00000
135.75000, 70.00000
136.00000, 53.00000
136.00000, 58.00000
136.00000, 61.00000
136.00000, 70.00000
137.00000, 51.00000
137.00000, 61.00000
137.00000, 67.00000
137.00000, 70.00000
137.33333, 72.00000
137.66667, 70.00000
138.00000, 44.00000
138.00000, 68.00000
138.00000, 77.00000
138.50000, 69.00000
139.00000, 56.00000
139.00000, 60.00000
139.00000, 66.00000
139.00000, 68.00000
139.50000, 69.00000
139.50000, 72.00000
140.00000, 56.00000
140.00000, 60.00000
140.00000, 66.00000
140.00000, 68.00000
140.00000, 77.00000
140.50000, 66.00000
140.50000, 72.00000
141.00000, 49.00000
141.00000, 66.00000
141.00000, 72.00000
occurrence6
73.00000, 54.00000
73.00000, 58.00000
73.00000, 63.00000
73.00000, 70.00000
73.87500, 80.00000
74.00000, 42.00000
74.00000, 70.00000
74.87500, 78.00000
75.00000, 44.00000
75.00000, 69.00000
75.87500, 78.00000
76.00000, 53.00000
76.00000, 61.00000
76.00000, 68.00000
76.87500, 78.00000
77.00000, 53.00000
77.00000, 61.00000
77.00000, 68.00000
77.87500, 77.00000
78.00000, 44.00000
78.00000, 67.00000
78.87500, 77.00000
79.00000, 51.00000
79.00000, 56.00000
79.00000, 60.00000
79.00000, 66.00000
79.87500, 77.00000
80.00000, 51.00000
80.00000, 56.00000
80.00000, 60.00000
80.00000, 66.00000
80.87500, 75.00000
81.00000, 49.00000
81.00000, 65.00000
81.87500, 75.00000
82.00000, 56.00000
82.00000, 61.00000
82.00000, 65.00000
82.00000, 73.00000
82.33333, 75.00000
82.66667, 73.00000
83.00000, 43.00000
83.00000, 64.00000
83.00000, 72.00000
83.87500, 70.00000
84.00000, 44.00000
84.00000, 60.00000
84.00000, 70.00000
84.75000, 66.00000
84.75000, 68.00000
85.00000, 51.00000
85.00000, 56.00000
85.00000, 60.00000
85.50000, 66.00000
85.50000, 68.00000
86.00000, 51.00000
86.00000, 56.00000
86.00000, 60.00000
86.00000, 75.00000
87.00000, 37.00000
87.00000, 70.00000
87.75000, 65.00000
87.75000, 68.00000
88.00000, 53.00000
88.00000, 56.00000
88.00000, 61.00000
88.50000, 65.00000
88.50000, 68.00000
89.00000, 53.00000
89.00000, 56.00000
89.00000, 61.00000
89.00000, 77.00000
90.00000, 44.00000
90.00000, 70.00000
90.75000, 66.00000
90.75000, 68.00000
91.00000, 51.00000
91.00000, 56.00000
91.00000, 60.00000
91.50000, 66.00000
91.50000, 68.00000
92.00000, 51.00000
92.00000, 56.00000
92.00000, 60.00000
92.00000, 78.00000
93.00000, 49.00000
93.00000, 82.00000
94.00000, 56.00000
94.00000, 59.00000
94.00000, 65.00000
94.75000, 80.00000
95.00000, 50.00000
95.00000, 71.00000
95.75000, 80.00000
96.00000, 51.00000
96.00000, 70.00000
96.87500, 80.00000
97.00000, 54.00000
97.00000, 58.00000
97.00000, 63.00000
97.00000, 70.00000
97.87500, 80.00000
98.00000, 42.00000
98.00000, 70.00000
98.87500, 78.00000
99.00000, 44.00000
99.00000, 69.00000
99.87500, 78.00000
100.00000, 53.00000
100.00000, 61.00000
100.00000, 68.00000
100.87500, 78.00000
101.00000, 53.00000
101.00000, 61.00000
101.00000, 68.00000
101.87500, 77.00000
102.00000, 44.00000
102.00000, 67.00000
102.87500, 76.00000
103.00000, 51.00000
103.00000, 60.00000
103.00000, 66.00000
103.87500, 75.00000
104.00000, 65.00000
104.87500, 74.00000
105.00000, 64.00000
105.87500, 73.00000
106.00000, 63.00000
106.87500, 73.00000
107.00000, 63.00000
107.87500, 73.00000
108.00000, 41.00000
108.00000, 63.00000
109.00000, 53.00000
109.00000, 60.00000
109.50000, 66.00000
109.50000, 69.00000
110.00000, 53.00000
110.00000, 60.00000
110.00000, 65.00000
110.00000, 73.00000
110.50000, 63.00000
110.50000, 69.00000
111.00000, 46.00000
111.00000, 63.00000
111.00000, 69.00000
111.75000, 61.00000
111.75000, 70.00000
112.00000, 53.00000
112.00000, 58.00000
112.00000, 61.00000
112.00000, 70.00000
113.00000, 51.00000
113.00000, 61.00000
113.00000, 67.00000
113.00000, 70.00000
114.00000, 44.00000
114.00000, 68.00000
114.00000, 77.00000
115.00000, 56.00000
115.00000, 66.00000
115.50000, 69.00000
115.50000, 72.00000
116.00000, 56.00000
116.00000, 66.00000
116.00000, 68.00000
116.00000, 77.00000
116.50000, 66.00000
116.50000, 72.00000
117.00000, 49.00000
117.00000, 66.00000
117.00000, 72.00000
117.75000, 65.00000
117.75000, 73.00000
118.00000, 56.00000
118.00000, 61.00000
118.00000, 65.00000
118.00000, 73.00000
119.00000, 55.00000
119.00000, 65.00000
119.00000, 71.00000
119.00000, 73.00000
120.00000, 48.00000
120.00000, 72.00000
120.00000, 80.00000
121.00000, 60.00000
121.00000, 70.00000
121.50000, 73.00000
121.50000, 76.00000
122.00000, 60.00000
122.00000, 70.00000
122.00000, 72.00000
122.00000, 80.00000
122.50000, 70.00000
122.50000, 76.00000
123.00000, 53.00000
123.00000, 70.00000
123.00000, 76.00000
123.75000, 69.00000
123.75000, 77.00000
124.00000, 60.00000
124.00000, 65.00000
124.00000, 69.00000
124.00000, 77.00000
125.00000, 60.00000
125.00000, 69.00000
125.00000, 77.00000
125.00000, 89.00000
126.00000, 41.00000
126.75000, 78.00000
126.75000, 90.00000
127.00000, 60.00000
127.00000, 63.00000
127.00000, 69.00000
127.00000, 78.00000
127.00000, 90.00000
128.00000, 63.00000
128.00000, 69.00000
128.00000, 72.00000
129.00000, 46.00000
129.00000, 72.00000
130.00000, 53.00000
130.00000, 61.00000
130.50000, 70.00000
131.00000, 53.00000
131.00000, 61.00000
131.00000, 70.00000
131.33333, 68.00000
131.66667, 66.00000
132.00000, 46.00000
132.00000, 65.00000
132.00000, 73.00000
132.50000, 66.00000
133.00000, 53.00000
133.00000, 60.00000
133.00000, 63.00000
133.00000, 65.00000
133.50000, 66.00000
133.50000, 69.00000
134.00000, 53.00000
134.00000, 60.00000
134.00000, 63.00000
134.00000, 65.00000
134.00000, 73.00000
134.50000, 63.00000
134.50000, 69.00000
135.00000, 46.00000
135.00000, 63.00000
135.00000, 69.00000
135.75000, 61.00000
135.75000, 70.00000
136.00000, 53.00000
136.00000, 58.00000
136.00000, 61.00000
136.00000, 70.00000
137.00000, 51.00000
137.00000, 61.00000
137.00000, 67.00000
137.00000, 70.00000
137.33333, 72.00000
137.66667, 70.00000
138.00000, 44.00000
138.00000, 68.00000
138.00000, 77.00000
138.50000, 69.00000
139.00000, 56.00000
139.00000, 60.00000
139.00000, 66.00000
139.00000, 68.00000
139.50000, 69.00000
139.50000, 72.00000
140.00000, 56.00000
140.00000, 60.00000
140.00000, 66.00000
140.00000, 68.00000
140.00000, 77.00000
140.50000, 66.00000
140.50000, 72.00000
141.00000, 49.00000
141.00000, 66.00000
141.00000, 72.00000
141.75000, 65.00000
141.75000, 73.00000
142.00000, 56.00000
142.00000, 61.00000
142.00000, 65.00000
142.00000, 73.00000
143.00000, 55.00000
143.00000, 65.00000
143.00000, 71.00000
143.00000, 73.00000
143.33333, 75.00000
143.66667, 73.00000
144.00000, 48.00000
144.00000, 72.00000
144.00000, 80.00000
144.50000, 73.00000
145.00000, 60.00000
145.00000, 67.00000
145.00000, 70.00000
145.00000, 72.00000
145.50000, 73.00000
145.50000, 76.00000
146.00000, 60.00000
146.00000, 67.00000
146.00000, 70.00000
146.00000, 72.00000
146.00000, 80.00000
146.50000, 70.00000
146.50000, 76.00000
147.00000, 53.00000
147.00000, 70.00000
147.00000, 76.00000
occurrence7
75.00000, 44.00000
75.00000, 69.00000
75.87500, 78.00000
76.00000, 53.00000
76.00000, 61.00000
76.00000, 68.00000
76.87500, 78.00000
77.00000, 53.00000
77.00000, 61.00000
77.00000, 68.00000
77.87500, 77.00000
78.00000, 44.00000
78.00000, 67.00000
78.87500, 77.00000
79.00000, 51.00000
79.00000, 56.00000
79.00000, 60.00000
79.00000, 66.00000
79.87500, 77.00000
80.00000, 51.00000
80.00000, 56.00000
80.00000, 60.00000
80.00000, 66.00000
80.87500, 75.00000
81.00000, 49.00000
81.00000, 65.00000
81.87500, 75.00000
82.00000, 56.00000
82.00000, 61.00000
82.00000, 65.00000
82.00000, 73.00000
82.33333, 75.00000
82.66667, 73.00000
83.00000, 43.00000
83.00000, 64.00000
